# first_value: 1679
# Instance: eil51.tsp
# Method: random-search
# output: time cost
0 1679
1 0.000000 1672
2 0.000000 1672
3 0.000000 1672
4 0.000000 1605
5 0.000000 1603
6 0.000000 1355
7 0.000000 1355
8 0.000000 1355
9 0.000000 1355
10 0.000000 1355
11 0.000000 1355
12 0.000000 1355
13 0.000000 1355
14 0.000000 1355
15 0.000000 1355
16 0.000000 1355
17 0.000000 1355
18 0.000000 1355
19 0.000000 1355
20 0.000000 1355
21 0.000000 1355
22 0.000000 1355
23 0.000000 1355
24 0.000000 1355
25 0.000000 1355
26 0.000000 1355
27 0.000000 1355
28 0.000000 1355
29 0.000000 1355
30 0.000000 1355
31 0.000000 1355
32 0.000000 1355
33 0.000000 1355
34 0.000000 1355
35 0.000000 1355
36 0.000000 1355
37 0.000000 1355
38 0.000000 1355
39 0.000000 1355
40 0.000000 1355
41 0.000000 1355
42 0.000000 1355
43 0.000000 1355
44 0.000000 1355
45 0.000000 1355
46 0.000000 1355
47 0.000000 1355
48 0.000000 1355
49 0.000000 1355
50 0.000000 1355
51 0.000000 1355
52 0.000000 1355
53 0.000000 1355
54 0.000000 1355
55 0.000000 1355
56 0.000000 1355
57 0.000000 1355
58 0.000000 1355
59 0.000000 1355
60 0.000000 1355
61 0.000000 1355
62 0.000000 1355
63 0.000000 1355
64 0.000000 1355
65 0.000000 1355
66 0.000000 1355
67 0.000000 1355
68 0.000000 1355
69 0.000000 1355
70 0.000000 1355
71 0.000000 1355
72 0.000000 1355
73 0.000000 1355
74 0.000000 1355
75 0.000000 1355
76 0.000000 1355
77 0.000000 1355
78 0.000000 1355
79 0.000000 1355
80 0.000000 1355
81 0.000000 1355
82 0.000000 1355
83 0.000000 1355
84 0.000000 1355
85 0.000000 1355
86 0.000000 1355
87 0.000000 1355
88 0.000000 1355
89 0.000000 1355
90 0.000000 1355
91 0.000000 1355
92 0.000000 1355
93 0.000000 1355
94 0.000000 1355
95 0.000000 1355
96 0.000000 1355
