# Instance: eil51.tsp
# Method: simulated-annealing
# output: step cost
0 1708
0.000000 1558
0.000000 1558
0.000000 1477
0.000000 1477
0.000000 1477
0.000000 1477
0.000000 1477
0.000000 1477
0.000000 1477
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.000000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1360
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1318
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.001000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1309
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1265
0.002000 1252
0.002000 1252
0.002000 1252
0.002000 1252
0.002000 1252
0.002000 1252
0.002000 1252
0.002000 1252
0.002000 1252
0.002000 1252
0.002000 1252
0.002000 1252
0.002000 1230
0.002000 1230
0.002000 1230
0.002000 1230
0.002000 1230
0.002000 1230
0.002000 1230
0.002000 1230
0.002000 1230
0.002000 1230
0.002000 1230
0.002000 1230
0.002000 1221
0.002000 1205
0.002000 1126
0.002000 1126
0.002000 1126
0.002000 1126
0.002000 1126
0.002000 1126
0.002000 1126
0.002000 1126
0.002000 1126
0.002000 1126
0.002000 1126
