# first_value: 1635
# Instance: eil51.tsp
# Method: random-search
# output: time cost
0 1635
1 0.000000 1635
2 0.000000 1635
3 0.000000 1570
4 0.000000 1570
5 0.000000 1570
6 0.000000 1570
7 0.000000 1529
8 0.000000 1529
9 0.000000 1529
10 0.000000 1529
11 0.000000 1529
12 0.000000 1529
13 0.000000 1529
14 0.000000 1529
15 0.000000 1529
16 0.000000 1529
17 0.000000 1529
18 0.000000 1529
19 0.000000 1529
20 0.000000 1529
21 0.000000 1529
22 0.000000 1529
23 0.000000 1529
24 0.000000 1529
25 0.000000 1529
26 0.000000 1529
27 0.000000 1529
28 0.000000 1435
29 0.000000 1435
30 0.000000 1435
31 0.000000 1435
32 0.000000 1435
33 0.000000 1435
34 0.000000 1435
35 0.000000 1435
36 0.000000 1435
37 0.000000 1435
38 0.000000 1435
39 0.000000 1435
40 0.000000 1435
41 0.000000 1435
42 0.000000 1435
43 0.000000 1435
44 0.000000 1435
45 0.000000 1435
46 0.000000 1435
47 0.000000 1435
48 0.000000 1435
49 0.000000 1435
50 0.000000 1435
51 0.000000 1435
52 0.000000 1435
53 0.000000 1435
54 0.000000 1435
55 0.000000 1435
56 0.000000 1435
57 0.000000 1435
58 0.000000 1435
59 0.000000 1421
60 0.000000 1421
61 0.000000 1421
62 0.000000 1421
63 0.000000 1421
64 0.000000 1421
65 0.000000 1421
66 0.000000 1421
67 0.000000 1421
68 0.000000 1421
69 0.000000 1421
70 0.000000 1421
71 0.000000 1421
72 0.000000 1421
73 0.000000 1421
74 0.000000 1421
75 0.000000 1421
76 0.000000 1421
77 0.000000 1421
78 0.000000 1421
79 0.000000 1421
80 0.000000 1421
81 0.000000 1421
82 0.000000 1421
83 0.000000 1421
84 0.000000 1421
85 0.000000 1421
86 0.000000 1421
87 0.000000 1421
88 0.000000 1421
89 0.000000 1421
90 0.000000 1421
91 0.000000 1421
92 0.000000 1421
93 0.000000 1421
94 0.000000 1421
95 0.000000 1421
96 0.000000 1421
97 0.000000 1421
98 0.000000 1421
99 0.000000 1421
100 0.000000 1421
101 0.000000 1421
102 0.000000 1421
103 0.000000 1421
104 0.000000 1421
105 0.000000 1421
106 0.000000 1421
107 0.000000 1421
108 0.000000 1421
109 0.000000 1421
110 0.000000 1421
111 0.000000 1421
112 0.000000 1421
113 0.000000 1421
114 0.000000 1421
115 0.000000 1421
116 0.000000 1421
117 0.000000 1421
118 0.000000 1421
119 0.000000 1421
120 0.000000 1421
121 0.000000 1421
122 0.000000 1421
123 0.000000 1421
124 0.000000 1421
125 0.000000 1421
126 0.000000 1421
127 0.000000 1421
128 0.000000 1421
129 0.000000 1421
130 0.000000 1421
131 0.000000 1421
132 0.000000 1421
133 0.000000 1421
134 0.000000 1421
135 0.000000 1421
136 0.000000 1421
137 0.000000 1421
138 0.000000 1421
139 0.000000 1421
140 0.000000 1421
141 0.000000 1421
142 0.000000 1421
143 0.000000 1421
144 0.000000 1421
145 0.000000 1421
146 0.000000 1421
147 0.000000 1421
148 0.000000 1421
149 0.000000 1421
150 0.000000 1421
151 0.000000 1421
152 0.000000 1421
153 0.000000 1421
154 0.000000 1421
155 0.000000 1421
156 0.000000 1421
157 0.000000 1421
158 0.000000 1421
159 0.000000 1421
160 0.000000 1421
161 0.000000 1421
162 0.000000 1421
163 0.000000 1421
164 0.000000 1421
165 0.000000 1421
166 0.000000 1421
167 0.000000 1421
168 0.000000 1421
169 0.000000 1421
170 0.000000 1421
171 0.000000 1421
172 0.000000 1421
173 0.000000 1421
174 0.000000 1421
175 0.000000 1421
176 0.000000 1421
177 0.000000 1421
178 0.000000 1421
179 0.000000 1421
180 0.000000 1421
181 0.000000 1421
182 0.000000 1421
183 0.000000 1421
184 0.000000 1421
185 0.000000 1421
186 0.000000 1421
187 0.000000 1421
188 0.000000 1421
189 0.000000 1421
190 0.000000 1421
191 0.000000 1421
192 0.000000 1421
193 0.000000 1421
194 0.000000 1421
195 0.000000 1421
196 0.000000 1421
197 0.000000 1421
198 0.000000 1421
199 0.000000 1421
200 0.000000 1421
201 0.000000 1421
202 0.000000 1421
203 0.000000 1421
204 0.000000 1421
205 0.000000 1421
206 0.000000 1421
207 0.000000 1421
208 0.000000 1421
209 0.000000 1421
210 0.000000 1421
211 0.000000 1421
212 0.000000 1421
213 0.000000 1421
214 0.000000 1421
215 0.000000 1421
216 0.000000 1421
217 0.000000 1421
218 0.000000 1421
219 0.000000 1421
220 0.000000 1421
221 0.000000 1421
222 0.000000 1421
223 0.000000 1421
224 0.000000 1421
225 0.000000 1421
226 0.000000 1421
227 0.000000 1421
228 0.000000 1421
229 0.000000 1421
230 0.000000 1421
231 0.000000 1421
232 0.000000 1421
233 0.000000 1421
234 0.000000 1421
235 0.000000 1421
236 0.000000 1421
237 0.000000 1421
238 0.000000 1421
239 0.000000 1421
240 0.000000 1421
241 0.000000 1421
242 0.000000 1421
243 0.000000 1421
244 0.000000 1421
245 0.000000 1421
246 0.000000 1421
247 0.000000 1421
248 0.000000 1421
249 0.000000 1421
250 0.000000 1421
251 0.000000 1421
252 0.000000 1421
253 0.000000 1421
254 0.000000 1421
255 0.000000 1421
256 0.000000 1421
257 0.000000 1421
258 0.000000 1421
259 0.000000 1421
260 0.000000 1421
261 0.000000 1421
262 0.000000 1421
263 0.000000 1421
264 0.000000 1421
265 0.000000 1421
266 0.000000 1421
267 0.000000 1421
268 0.000000 1421
269 0.000000 1421
270 0.000000 1421
271 0.000000 1421
272 0.000000 1421
273 0.000000 1421
274 0.000000 1421
275 0.000000 1421
276 0.000000 1421
277 0.000000 1421
278 0.000000 1421
279 0.000000 1421
280 0.000000 1421
281 0.000000 1421
282 0.000000 1421
283 0.000000 1421
284 0.000000 1421
285 0.000000 1421
286 0.000000 1421
287 0.000000 1421
288 0.000000 1421
289 0.000000 1421
290 0.000000 1421
291 0.000000 1421
292 0.000000 1421
293 0.000000 1421
294 0.000000 1421
295 0.000000 1421
296 0.000000 1421
297 0.000000 1421
298 0.000000 1421
299 0.000000 1421
300 0.000000 1421
301 0.000000 1421
302 0.000000 1421
303 0.000000 1421
304 0.000000 1421
305 0.000000 1421
306 0.000000 1421
307 0.000000 1421
308 0.000000 1421
309 0.000000 1421
310 0.000000 1421
311 0.000000 1421
312 0.000000 1421
313 0.000000 1421
314 0.000000 1421
315 0.000000 1421
316 0.000000 1421
317 0.000000 1421
318 0.000000 1421
319 0.000000 1421
320 0.000000 1421
321 0.000000 1421
322 0.000000 1421
323 0.000000 1421
324 0.000000 1421
325 0.000000 1421
326 0.000000 1421
327 0.000000 1390
328 0.000000 1390
329 0.000000 1390
330 0.000000 1390
331 0.000000 1390
332 0.000000 1390
333 0.000000 1390
334 0.000000 1390
335 0.000000 1390
336 0.000000 1390
337 0.000000 1390
338 0.000000 1390
339 0.000000 1390
340 0.000000 1390
341 0.000000 1390
342 0.000000 1390
343 0.000000 1390
344 0.000000 1390
345 0.000000 1390
346 0.000000 1390
347 0.000000 1390
348 0.000000 1390
349 0.000000 1390
350 0.000000 1390
351 0.000000 1390
352 0.000000 1390
353 0.000000 1390
354 0.000000 1390
355 0.000000 1390
356 0.000000 1390
357 0.000000 1390
358 0.000000 1390
359 0.000000 1390
360 0.000000 1390
361 0.000000 1390
362 0.000000 1390
363 0.000000 1390
364 0.000000 1390
365 0.000000 1390
366 0.000000 1390
367 0.000000 1390
368 0.000000 1390
369 0.000000 1390
370 0.000000 1390
371 0.000000 1390
372 0.000000 1390
373 0.000000 1390
374 0.000000 1390
375 0.000000 1390
376 0.000000 1390
377 0.000000 1371
378 0.000000 1371
379 0.000000 1371
380 0.000000 1371
381 0.000000 1371
382 0.000000 1371
383 0.000000 1371
384 0.000000 1371
385 0.000000 1371
386 0.000000 1371
387 0.000000 1371
388 0.000000 1371
389 0.000000 1371
390 0.000000 1371
391 0.000000 1371
392 0.000000 1371
393 0.000000 1371
394 0.000000 1371
395 0.000000 1371
396 0.000000 1371
397 0.000000 1371
398 0.000000 1371
399 0.000000 1371
400 0.000000 1371
401 0.000000 1371
402 0.000000 1371
403 0.000000 1371
404 0.000000 1371
405 0.000000 1371
406 0.000000 1371
407 0.000000 1371
408 0.000000 1371
409 0.000000 1371
410 0.000000 1371
411 0.000000 1371
412 0.000000 1371
413 0.000000 1371
414 0.000000 1371
415 0.000000 1371
416 0.000000 1371
417 0.000000 1371
418 0.000000 1371
419 0.000000 1371
420 0.000000 1371
421 0.000000 1371
422 0.000000 1371
423 0.000000 1371
424 0.000000 1371
425 0.000000 1371
426 0.000000 1371
427 0.000000 1371
428 0.000000 1371
429 0.000000 1371
430 0.000000 1371
431 0.000000 1371
432 0.000000 1371
433 0.000000 1371
434 0.000000 1371
435 0.000000 1371
436 0.000000 1371
437 0.000000 1371
438 0.000000 1371
439 0.000000 1371
440 0.000000 1371
441 0.000000 1371
442 0.000000 1371
443 0.000000 1371
444 0.000000 1371
445 0.000000 1371
446 0.000000 1371
447 0.000000 1371
448 0.000000 1371
449 0.000000 1371
450 0.000000 1371
451 0.000000 1371
452 0.000000 1371
453 0.000000 1371
454 0.000000 1371
455 0.000000 1371
456 0.000000 1371
457 0.000000 1371
458 0.000000 1371
459 0.000000 1371
460 0.000000 1371
461 0.000000 1371
462 0.000000 1371
463 0.000000 1371
464 0.000000 1371
465 0.000000 1371
466 0.000000 1371
467 0.000000 1371
468 0.000000 1371
469 0.000000 1371
470 0.000000 1371
471 0.000000 1371
472 0.000000 1371
473 0.000000 1371
474 0.000000 1371
475 0.000000 1371
476 0.000000 1371
477 0.000000 1371
478 0.000000 1371
479 0.000000 1371
480 0.000000 1371
481 0.000000 1371
482 0.000000 1371
483 0.000000 1371
484 0.000000 1371
485 0.000000 1371
486 0.000000 1371
487 0.000000 1371
